t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
96600,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.890E-05,1.959E-03,7.023E-06,2.359E-03,2.356E-04,8.272E-02,1.591E-02
97200,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.887E-05,1.957E-03,7.058E-06,2.359E-03,2.354E-04,8.270E-02,1.591E-02
97800,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.884E-05,1.956E-03,7.043E-06,2.359E-03,2.352E-04,8.268E-02,1.591E-02
98400,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.881E-05,1.955E-03,6.899E-06,2.359E-03,2.350E-04,8.265E-02,1.591E-02
99000,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.878E-05,1.953E-03,6.757E-06,2.359E-03,2.348E-04,8.263E-02,1.591E-02
99600,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.876E-05,1.952E-03,6.730E-06,2.359E-03,2.346E-04,8.260E-02,1.591E-02
100200,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.873E-05,1.951E-03,6.645E-06,2.359E-03,2.345E-04,8.257E-02,1.591E-02
100800,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.871E-05,1.949E-03,6.961E-06,2.359E-03,2.343E-04,8.255E-02,1.591E-02
101400,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.868E-05,1.947E-03,7.348E-06,2.359E-03,2.341E-04,8.252E-02,1.591E-02
102000,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.865E-05,1.946E-03,7.113E-06,2.359E-03,2.340E-04,8.250E-02,1.591E-02
102600,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.863E-05,1.945E-03,6.953E-06,2.359E-03,2.338E-04,8.247E-02,1.591E-02
103200,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.860E-05,1.944E-03,6.729E-06,2.359E-03,2.336E-04,8.244E-02,1.591E-02
103800,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.858E-05,1.943E-03,6.626E-06,2.360E-03,2.335E-04,8.242E-02,1.591E-02
104400,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.856E-05,1.942E-03,6.363E-06,2.360E-03,2.333E-04,8.239E-02,1.591E-02
105000,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.853E-05,1.941E-03,6.226E-06,2.360E-03,2.332E-04,8.236E-02,1.591E-02
105600,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.851E-05,1.939E-03,6.326E-06,2.360E-03,2.330E-04,8.234E-02,1.591E-02
106200,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.849E-05,1.938E-03,6.335E-06,2.360E-03,2.329E-04,8.231E-02,1.591E-02
106800,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.846E-05,1.937E-03,6.626E-06,2.360E-03,2.327E-04,8.228E-02,1.591E-02
107400,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.844E-05,1.936E-03,6.574E-06,2.360E-03,2.326E-04,8.226E-02,1.591E-02
108000,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.842E-05,1.935E-03,6.520E-06,2.360E-03,2.325E-04,8.223E-02,1.591E-02
108600,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.840E-05,1.934E-03,6.345E-06,2.360E-03,2.323E-04,8.220E-02,1.591E-02
109200,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.838E-05,1.933E-03,6.154E-06,2.360E-03,2.322E-04,8.217E-02,1.591E-02
109800,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.836E-05,1.932E-03,5.981E-06,2.360E-03,2.321E-04,8.214E-02,1.591E-02
110400,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.834E-05,1.931E-03,5.836E-06,2.360E-03,2.319E-04,8.211E-02,1.591E-02
111000,1.100E+05,1.040E+05,2.218E-03,0.000E+00,1.026E-03,4.832E-05,1.930E-03,5.670E-06,2.360E-03,2.318E-04,8.209E-02,1.591E-02
111600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.830E-05,1.928E-03,5.594E-06,2.360E-03,2.317E-04,8.206E-02,1.591E-02
112200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.828E-05,1.927E-03,5.495E-06,2.360E-03,2.315E-04,8.203E-02,1.591E-02
112800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.826E-05,1.926E-03,5.628E-06,2.360E-03,2.314E-04,8.200E-02,1.591E-02
113400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.824E-05,1.925E-03,5.314E-06,2.360E-03,2.313E-04,8.197E-02,1.591E-02
114000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.822E-05,1.924E-03,5.445E-06,2.360E-03,2.312E-04,8.194E-02,1.591E-02
114600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.820E-05,1.923E-03,6.045E-06,2.360E-03,2.310E-04,8.191E-02,1.591E-02
115200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.818E-05,1.922E-03,5.981E-06,2.360E-03,2.309E-04,8.188E-02,1.591E-02
115800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.816E-05,1.921E-03,5.800E-06,2.360E-03,2.308E-04,8.185E-02,1.591E-02
116400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.815E-05,1.919E-03,6.084E-06,2.360E-03,2.307E-04,8.182E-02,1.591E-02
117000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.813E-05,1.918E-03,6.197E-06,2.361E-03,2.306E-04,8.179E-02,1.591E-02
117600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.811E-05,1.917E-03,6.096E-06,2.361E-03,2.305E-04,8.176E-02,1.591E-02
118200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.810E-05,1.916E-03,6.083E-06,2.361E-03,2.304E-04,8.173E-02,1.591E-02
118800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.809E-05,1.915E-03,5.997E-06,2.361E-03,2.303E-04,8.170E-02,1.591E-02
119400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.807E-05,1.914E-03,6.079E-06,2.361E-03,2.302E-04,8.167E-02,1.591E-02
120000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.806E-05,1.913E-03,5.960E-06,2.361E-03,2.301E-04,8.164E-02,1.591E-02
120600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.805E-05,1.913E-03,5.849E-06,2.361E-03,2.300E-04,8.161E-02,1.591E-02
121200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.804E-05,1.912E-03,5.747E-06,2.361E-03,2.299E-04,8.158E-02,1.591E-02
121800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.803E-05,1.911E-03,5.785E-06,2.361E-03,2.298E-04,8.155E-02,1.591E-02
122400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.802E-05,1.910E-03,5.953E-06,2.361E-03,2.297E-04,8.151E-02,1.591E-02
123000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.801E-05,1.909E-03,6.124E-06,2.361E-03,2.296E-04,8.148E-02,1.591E-02
123600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.800E-05,1.907E-03,6.307E-06,2.361E-03,2.295E-04,8.145E-02,1.591E-02
124200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.800E-05,1.906E-03,7.001E-06,2.361E-03,2.294E-04,8.142E-02,1.591E-02
124800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.799E-05,1.904E-03,7.484E-06,2.361E-03,2.292E-04,8.139E-02,1.591E-02
125400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.026E-03,4.798E-05,1.904E-03,7.454E-06,2.361E-03,2.291E-04,8.135E-02,1.591E-02
126000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.797E-05,1.902E-03,7.936E-06,2.361E-03,2.290E-04,8.132E-02,1.591E-02
126600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.796E-05,1.901E-03,8.065E-06,2.361E-03,2.289E-04,8.129E-02,1.591E-02
127200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.795E-05,1.900E-03,7.782E-06,2.361E-03,2.288E-04,8.126E-02,1.591E-02
127800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.794E-05,1.900E-03,7.490E-06,2.362E-03,2.287E-04,8.122E-02,1.591E-02
128400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.794E-05,1.899E-03,7.261E-06,2.362E-03,2.287E-04,8.119E-02,1.591E-02
129000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.793E-05,1.898E-03,7.063E-06,2.362E-03,2.286E-04,8.116E-02,1.591E-02
129600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.792E-05,1.898E-03,6.942E-06,2.362E-03,2.285E-04,8.112E-02,1.591E-02
130200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.791E-05,1.897E-03,7.021E-06,2.362E-03,2.284E-04,8.109E-02,1.591E-02
130800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.790E-05,1.896E-03,7.049E-06,2.362E-03,2.283E-04,8.106E-02,1.591E-02
131400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.790E-05,1.895E-03,6.928E-06,2.362E-03,2.282E-04,8.102E-02,1.591E-02
132000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.789E-05,1.894E-03,6.836E-06,2.362E-03,2.281E-04,8.099E-02,1.591E-02
132600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.788E-05,1.894E-03,6.714E-06,2.362E-03,2.281E-04,8.095E-02,1.591E-02
133200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.787E-05,1.893E-03,6.787E-06,2.362E-03,2.280E-04,8.092E-02,1.591E-02
133800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.786E-05,1.892E-03,6.720E-06,2.362E-03,2.279E-04,8.089E-02,1.591E-02
134400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.786E-05,1.891E-03,6.705E-06,2.362E-03,2.278E-04,8.085E-02,1.591E-02
135000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.785E-05,1.890E-03,6.638E-06,2.362E-03,2.278E-04,8.082E-02,1.591E-02
135600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.784E-05,1.890E-03,6.479E-06,2.362E-03,2.277E-04,8.078E-02,1.591E-02
136200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.783E-05,1.889E-03,6.243E-06,2.362E-03,2.276E-04,8.075E-02,1.591E-02
136800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.783E-05,1.888E-03,6.286E-06,2.362E-03,2.276E-04,8.071E-02,1.591E-02
137400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.782E-05,1.887E-03,6.375E-06,2.362E-03,2.275E-04,8.068E-02,1.591E-02
138000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.781E-05,1.887E-03,6.315E-06,2.362E-03,2.274E-04,8.064E-02,1.591E-02
138600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.780E-05,1.886E-03,6.348E-06,2.362E-03,2.274E-04,8.061E-02,1.591E-02
139200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.779E-05,1.885E-03,6.298E-06,2.362E-03,2.273E-04,8.057E-02,1.591E-02
139800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.778E-05,1.884E-03,6.429E-06,2.362E-03,2.273E-04,8.054E-02,1.591E-02
140400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.778E-05,1.884E-03,6.385E-06,2.362E-03,2.272E-04,8.050E-02,1.591E-02
141000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.777E-05,1.883E-03,6.500E-06,2.362E-03,2.271E-04,8.046E-02,1.591E-02
141600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.025E-03,4.776E-05,1.882E-03,6.332E-06,2.362E-03,2.271E-04,8.043E-02,1.591E-02
142200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.775E-05,1.882E-03,6.247E-06,2.362E-03,2.271E-04,8.039E-02,1.591E-02
142800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.774E-05,1.881E-03,6.185E-06,2.362E-03,2.270E-04,8.036E-02,1.591E-02
143400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.773E-05,1.880E-03,6.167E-06,2.362E-03,2.270E-04,8.032E-02,1.591E-02
144000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.773E-05,1.880E-03,6.270E-06,2.362E-03,2.269E-04,8.028E-02,1.591E-02
144600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.772E-05,1.879E-03,6.075E-06,2.362E-03,2.269E-04,8.025E-02,1.591E-02
145200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.771E-05,1.878E-03,6.013E-06,2.362E-03,2.268E-04,8.021E-02,1.591E-02
145800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.770E-05,1.878E-03,5.977E-06,2.362E-03,2.268E-04,8.018E-02,1.591E-02
146400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.769E-05,1.877E-03,5.941E-06,2.362E-03,2.268E-04,8.014E-02,1.591E-02
147000,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.769E-05,1.877E-03,5.894E-06,2.361E-03,2.267E-04,8.010E-02,1.591E-02
147600,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.768E-05,1.876E-03,5.890E-06,2.361E-03,2.267E-04,8.007E-02,1.591E-02
148200,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.767E-05,1.875E-03,5.902E-06,2.361E-03,2.267E-04,8.003E-02,1.591E-02
148800,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.766E-05,1.875E-03,6.026E-06,2.361E-03,2.266E-04,7.999E-02,1.591E-02
149400,1.100E+05,1.040E+05,2.217E-03,0.000E+00,1.024E-03,4.765E-05,1.874E-03,6.028E-06,2.361E-03,2.266E-04,7.996E-02,1.591E-02
150000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.764E-05,1.874E-03,6.038E-06,2.361E-03,2.266E-04,7.992E-02,1.591E-02
150600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.763E-05,1.873E-03,6.382E-06,2.361E-03,2.265E-04,7.988E-02,1.591E-02
151200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.763E-05,1.872E-03,6.232E-06,2.361E-03,2.265E-04,7.985E-02,1.591E-02
151800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.762E-05,1.872E-03,6.110E-06,2.361E-03,2.265E-04,7.981E-02,1.591E-02
152400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.761E-05,1.871E-03,6.283E-06,2.360E-03,2.264E-04,7.977E-02,1.591E-02
153000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.760E-05,1.870E-03,6.254E-06,2.360E-03,2.264E-04,7.974E-02,1.591E-02
153600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.759E-05,1.870E-03,6.217E-06,2.360E-03,2.264E-04,7.970E-02,1.591E-02
154200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.758E-05,1.869E-03,6.239E-06,2.361E-03,2.263E-04,7.966E-02,1.591E-02
154800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.757E-05,1.868E-03,6.032E-06,2.361E-03,2.263E-04,7.962E-02,1.591E-02
155400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.756E-05,1.868E-03,5.818E-06,2.360E-03,2.263E-04,7.959E-02,1.591E-02
156000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.755E-05,1.867E-03,5.856E-06,2.360E-03,2.263E-04,7.955E-02,1.591E-02
156600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.754E-05,1.867E-03,5.684E-06,2.360E-03,2.262E-04,7.951E-02,1.591E-02
157200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.754E-05,1.866E-03,5.649E-06,2.360E-03,2.262E-04,7.948E-02,1.591E-02
157800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.753E-05,1.866E-03,5.874E-06,2.360E-03,2.262E-04,7.944E-02,1.591E-02
158400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.752E-05,1.865E-03,5.718E-06,2.360E-03,2.261E-04,7.940E-02,1.591E-02
159000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.751E-05,1.864E-03,5.938E-06,2.360E-03,2.261E-04,7.937E-02,1.591E-02
159600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.750E-05,1.864E-03,5.775E-06,2.360E-03,2.261E-04,7.933E-02,1.591E-02
160200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.749E-05,1.863E-03,5.670E-06,2.360E-03,2.260E-04,7.929E-02,1.591E-02
160800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.024E-03,4.748E-05,1.863E-03,5.775E-06,2.360E-03,2.260E-04,7.925E-02,1.591E-02
161400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.747E-05,1.862E-03,5.592E-06,2.360E-03,2.259E-04,7.922E-02,1.591E-02
162000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.746E-05,1.862E-03,5.569E-06,2.360E-03,2.259E-04,7.918E-02,1.591E-02
162600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.746E-05,1.861E-03,5.376E-06,2.360E-03,2.259E-04,7.914E-02,1.591E-02
163200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.745E-05,1.861E-03,5.348E-06,2.360E-03,2.258E-04,7.911E-02,1.591E-02
163800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.744E-05,1.860E-03,5.204E-06,2.360E-03,2.258E-04,7.907E-02,1.591E-02
164400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.743E-05,1.860E-03,5.149E-06,2.360E-03,2.258E-04,7.903E-02,1.591E-02
165000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.742E-05,1.859E-03,5.570E-06,2.360E-03,2.257E-04,7.899E-02,1.591E-02
165600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.741E-05,1.858E-03,5.680E-06,2.360E-03,2.257E-04,7.896E-02,1.591E-02
166200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.740E-05,1.857E-03,5.680E-06,2.360E-03,2.256E-04,7.892E-02,1.591E-02
166800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.739E-05,1.857E-03,5.710E-06,2.359E-03,2.256E-04,7.888E-02,1.591E-02
167400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.738E-05,1.856E-03,5.913E-06,2.359E-03,2.256E-04,7.885E-02,1.591E-02
168000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.737E-05,1.856E-03,5.772E-06,2.359E-03,2.255E-04,7.881E-02,1.591E-02
168600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.736E-05,1.855E-03,5.831E-06,2.359E-03,2.255E-04,7.877E-02,1.591E-02
169200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.735E-05,1.854E-03,5.633E-06,2.359E-03,2.254E-04,7.873E-02,1.591E-02
169800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.734E-05,1.854E-03,5.546E-06,2.359E-03,2.254E-04,7.870E-02,1.591E-02
170400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.733E-05,1.853E-03,5.484E-06,2.359E-03,2.253E-04,7.866E-02,1.591E-02
171000,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.732E-05,1.853E-03,5.463E-06,2.359E-03,2.253E-04,7.862E-02,1.591E-02
171600,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.731E-05,1.852E-03,5.343E-06,2.359E-03,2.253E-04,7.859E-02,1.591E-02
172200,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.729E-05,1.852E-03,5.225E-06,2.359E-03,2.252E-04,7.855E-02,1.591E-02
172800,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.728E-05,1.851E-03,5.484E-06,2.359E-03,2.252E-04,7.851E-02,1.591E-02
173400,1.100E+05,1.040E+05,2.216E-03,0.000E+00,1.023E-03,4.727E-05,1.851E-03,5.459E-06,2.359E-03,2.251E-04,7.848E-02,1.591E-02
174000,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.726E-05,1.850E-03,5.322E-06,2.359E-03,2.251E-04,7.844E-02,1.591E-02
174600,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.725E-05,1.850E-03,5.348E-06,2.359E-03,2.250E-04,7.840E-02,1.591E-02
175200,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.724E-05,1.849E-03,5.351E-06,2.359E-03,2.250E-04,7.837E-02,1.591E-02
175800,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.723E-05,1.849E-03,5.285E-06,2.359E-03,2.250E-04,7.833E-02,1.591E-02
176400,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.722E-05,1.848E-03,5.262E-06,2.359E-03,2.249E-04,7.829E-02,1.591E-02
177000,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.721E-05,1.848E-03,5.312E-06,2.359E-03,2.249E-04,7.826E-02,1.591E-02
177600,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.720E-05,1.847E-03,5.183E-06,2.359E-03,2.248E-04,7.822E-02,1.591E-02
178200,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.719E-05,1.846E-03,5.152E-06,2.359E-03,2.248E-04,7.818E-02,1.591E-02
178800,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.717E-05,1.846E-03,5.073E-06,2.359E-03,2.247E-04,7.815E-02,1.591E-02
179400,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.716E-05,1.846E-03,5.062E-06,2.359E-03,2.247E-04,7.811E-02,1.591E-02
180000,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.715E-05,1.845E-03,5.058E-06,2.359E-03,2.246E-04,7.807E-02,1.591E-02
180600,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.714E-05,1.845E-03,4.920E-06,2.359E-03,2.246E-04,7.804E-02,1.591E-02
181200,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.713E-05,1.844E-03,4.939E-06,2.359E-03,2.245E-04,7.800E-02,1.591E-02
181800,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.712E-05,1.843E-03,4.918E-06,2.359E-03,2.245E-04,7.797E-02,1.591E-02
182400,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.711E-05,1.843E-03,5.015E-06,2.359E-03,2.244E-04,7.793E-02,1.591E-02
183000,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.710E-05,1.842E-03,5.093E-06,2.359E-03,2.244E-04,7.790E-02,1.591E-02
183600,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.709E-05,1.842E-03,4.929E-06,2.359E-03,2.243E-04,7.786E-02,1.591E-02
184200,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.708E-05,1.841E-03,4.792E-06,2.359E-03,2.242E-04,7.783E-02,1.591E-02
184800,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.707E-05,1.841E-03,4.777E-06,2.359E-03,2.242E-04,7.779E-02,1.591E-02
185400,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.706E-05,1.840E-03,4.715E-06,2.359E-03,2.241E-04,7.776E-02,1.591E-02
186000,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.705E-05,1.840E-03,4.674E-06,2.359E-03,2.241E-04,7.772E-02,1.591E-02
186600,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.704E-05,1.839E-03,4.819E-06,2.359E-03,2.240E-04,7.769E-02,1.591E-02
187200,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.703E-05,1.839E-03,4.753E-06,2.359E-03,2.240E-04,7.765E-02,1.591E-02
187800,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.701E-05,1.838E-03,4.724E-06,2.359E-03,2.239E-04,7.762E-02,1.591E-02
188400,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.700E-05,1.838E-03,4.753E-06,2.359E-03,2.238E-04,7.758E-02,1.591E-02
189000,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.699E-05,1.837E-03,4.731E-06,2.359E-03,2.238E-04,7.755E-02,1.591E-02
189600,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.698E-05,1.837E-03,4.546E-06,2.359E-03,2.237E-04,7.751E-02,1.591E-02
190200,1.100E+05,1.040E+05,2.215E-03,0.000E+00,1.023E-03,4.697E-05,1.836E-03,4.360E-06,2.359E-03,2.237E-04,7.748E-02,1.591E-02
190800,1.100E+05,1.040E+05,2.214E-03,0.000E+00,1.023E-03,4.696E-05,1.836E-03,4.231E-06,2.358E-03,2.236E-04,7.745E-02,1.591E-02
191400,1.100E+05,1.040E+05,2.214E-03,0.000E+00,1.023E-03,4.695E-05,1.836E-03,4.204E-06,2.358E-03,2.235E-04,7.741E-02,1.591E-02
192000,1.100E+05,1.040E+05,2.214E-03,0.000E+00,1.023E-03,4.694E-05,1.835E-03,4.202E-06,2.358E-03,2.235E-04,7.738E-02,1.591E-02
